Site,Q_StartTime,Q_EndTime,Q_PeakTime,Q_Total_mm,Q_Runoff_mm,Q_Peak_cms.sqkm,Q_Peak_cfs,Q_Duration_hrs,Q_TimeToFlowPeak_hrs,Q_RiseRate_cms.hr,Q_PriorDry_hrs,Q_Runoff_PrecipRatio,Q_Total_PrecipRatio,Precip_StartTime,Precip_EndTime,Precip_Total_mm,Precip_Duration_hrs,Precip_PriorDry_hrs
Urban Control,4/6/2008 3:40,4/7/2008 1:30,4/6/2008 8:30,2.15,0.7,0.044,4.85,21.83,4.83,0.028,12.42,0.06938,0.21199,4/6/2008 0:40,4/6/2008 9:50,10.16,9.17,45.58
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/7/2008 6:05,4/7/2008 9:30,0.508,3.42,20.25
Urban Control,4/11/2008 21:20,4/12/2008 14:30,4/11/2008 22:30,1.65,0.87,0.11,12,17.17,1.17,0.29,47,0.06038,0.1141,4/11/2008 20:55,4/11/2008 21:55,14.478,1,107.42
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/13/2008 22:50,4/14/2008 0:15,0.762,1.42,40.67
Urban Control,4/20/2008 8:15,4/24/2008 5:00,4/20/2008 21:30,51.1,27.6,1.407,154,92.75,13.25,0.329,154.17,0.24864,0.46041,4/20/2008 3:40,4/21/2008 19:55,110.998,40.25,147.42
Urban Control,4/26/2008 20:55,4/27/2008 22:00,4/26/2008 21:45,2.16,0.58,0.037,4.07,25.08,0.83,0.139,63.83,0.02031,0.07527,4/26/2008 20:20,4/28/2008 15:05,28.702,23.83,120.42
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/8/2008 3:20,5/8/2008 4:45,0.508,1.42,228.25
Urban Control,5/8/2008 23:20,5/11/2008 8:15,5/9/2008 7:15,9.37,4.42,0.138,15.1,56.92,7.92,0.054,186.5,0.10291,0.21832,5/8/2008 11:15,5/10/2008 9:00,42.926,31.42,6.5
Urban Control,5/11/2008 16:35,5/15/2008 15:30,5/11/2008 23:00,55.39,30.29,1.032,113,94.92,6.42,0.498,8.25,0.32942,0.60244,5/11/2008 14:40,5/12/2008 19:10,91.948,28.5,29.67
Urban Control,5/16/2008 2:45,5/18/2008 2:25,5/16/2008 6:30,7.03,2.31,0.112,12.3,47.67,3.75,0.093,11.17,0.13194,0.40086,5/15/2008 23:15,5/17/2008 22:45,17.526,12.17,76.08
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/18/2008 11:45,5/18/2008 13:10,1.016,1.42,13
Urban Control,5/20/2008 4:10,5/22/2008 1:10,5/20/2008 6:00,6.17,2.05,0.094,10.3,45,1.83,0.159,29.58,0.09408,0.28236,5/20/2008 2:45,5/21/2008 19:50,21.844,12.67,37.58
Urban Control,5/31/2008 10:35,6/1/2008 5:45,5/31/2008 11:45,2.73,1.67,0.172,18.8,19.17,1.17,0.455,199.75,0.16391,0.26903,5/31/2008 10:15,5/31/2008 14:05,10.16,3.83,230.42
Urban Control,6/3/2008 18:50,6/6/2008 21:15,6/4/2008 15:15,15.76,8.43,0.391,42.8,74.42,20.42,0.059,61,0.18246,0.34092,6/3/2008 18:30,6/5/2008 0:25,46.228,18.67,76.42
Urban Control,6/7/2008 18:50,6/8/2008 12:45,6/7/2008 20:00,2.17,1.21,0.164,17.9,17.92,1.17,0.433,21.5,0.12508,0.22459,6/7/2008 18:30,6/7/2008 18:45,9.652,0.25,66.08
Urban Control,6/10/2008 17:20,6/11/2008 14:50,6/10/2008 18:30,3.58,2.32,0.216,23.6,21.5,1.17,0.571,52.5,0.19035,0.29369,6/10/2008 16:30,6/10/2008 17:15,12.192,0.75,69.75
Urban Control,6/14/2008 16:10,6/15/2008 0:35,6/14/2008 17:30,0.83,0.49,0.052,5.7,8.42,1.33,0.121,73.25,0.04389,0.07438,6/14/2008 14:45,6/14/2008 19:35,11.176,4.83,93.5
Urban Control,6/16/2008 15:10,6/17/2008 20:30,6/16/2008 17:15,3.48,2.03,0.143,15.7,29.33,2.08,0.214,38.5,0.13075,0.22485,6/16/2008 14:35,6/16/2008 22:55,15.494,8.33,43
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/23/2008 20:10,6/23/2008 20:40,1.778,0.5,25.92
Urban Control,6/27/2008 16:35,6/28/2008 2:00,6/27/2008 17:30,1.04,0.73,0.1,10.9,9.42,0.92,0.335,236,0.07169,0.10243,6/27/2008 16:00,6/27/2008 16:25,10.16,0.42,91.33
Urban Control,6/28/2008 21:40,6/29/2008 1:15,6/28/2008 22:30,0.17,0.05,0.014,1.55,3.58,0.83,0.053,19.58,0.02588,0.08185,6/28/2008 19:25,6/28/2008 19:45,2.032,0.33,27
Urban Control,6/30/2008 1:45,6/30/2008 4:40,6/30/2008 2:45,0.12,0.03,0.012,1.31,2.92,1,0.037,24.42,0.02144,0.07806,6/29/2008 23:20,6/30/2008 0:05,1.524,0.75,27.58
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/30/2008 11:40,6/30/2008 11:50,1.778,0.17,11.58
Urban Control,7/4/2008 6:45,7/4/2008 11:40,7/4/2008 8:30,0.2,0.08,0.013,1.47,4.92,1.75,0.024,98,0.01199,0.02937,7/4/2008 4:35,7/4/2008 18:35,6.858,4.58,80.42
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/5/2008 4:45,7/5/2008 6:15,0.508,1.5,10.17
Urban Control,7/7/2008 0:35,7/7/2008 10:00,7/7/2008 2:45,0.65,0.4,0.047,5.14,9.42,2.17,0.067,50.75,0.07154,0.11684,7/7/2008 0:30,7/7/2008 1:05,5.588,0.58,42.25
Urban Control,7/9/2008 17:40,7/10/2008 1:30,7/9/2008 18:30,0.63,0.42,0.071,7.8,7.83,0.83,0.266,55.58,0.32752,0.49347,7/9/2008 16:50,7/9/2008 17:00,1.27,0.17,63.75
Urban Control,7/13/2008 17:35,7/14/2008 22:20,7/13/2008 23:15,4.47,3.08,0.172,18.8,28.75,5.67,0.094,88,0.10446,0.1518,7/13/2008 15:50,7/14/2008 4:25,29.464,12.58,94.83
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/20/2008 19:05,7/20/2008 19:45,1.27,0.67,158.67
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/22/2008 9:20,7/22/2008 9:35,0.762,0.25,37.58
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/22/2008 22:40,7/23/2008 1:45,1.524,3.08,13.08
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/23/2008 12:10,7/23/2008 13:20,1.016,1.17,10.42
Urban Control,7/23/2008 22:25,7/24/2008 5:45,7/24/2008 0:00,0.48,0.3,0.035,3.88,7.33,1.58,0.07,216,0.06896,0.11052,7/23/2008 19:35,7/23/2008 23:50,4.318,4.25,6.25
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/26/2008 19:05,7/26/2008 19:15,0.508,0.17,67.25
Urban Control,7/27/2008 10:10,7/28/2008 2:50,7/27/2008 17:00,1.17,0.75,0.106,11.6,16.67,6.83,0.048,76.33,0.05191,0.08072,7/27/2008 10:20,7/27/2008 15:40,14.478,5.33,15.08
Urban Control,7/29/2008 5:35,7/29/2008 10:40,7/29/2008 7:45,0.17,0.06,0.01,1.08,5.08,2.17,0.014,26.67,0.02221,0.06651,7/29/2008 1:45,7/29/2008 4:40,2.54,2.92,34.08
Urban Control,8/2/2008 3:35,8/2/2008 16:35,8/2/2008 4:45,1.32,0.95,0.104,11.4,13,1.17,0.276,88.83,0.09555,0.13325,8/2/2008 3:10,8/2/2008 7:40,9.906,4.5,94.5
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/11/2008 14:25,8/11/2008 14:30,0.762,0.08,148.75
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/13/2008 17:15,8/13/2008 17:25,0.508,0.17,50.75
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/14/2008 16:40,8/14/2008 16:50,2.286,0.17,23.25
Urban Control,8/28/2008 9:05,8/28/2008 22:40,8/28/2008 13:30,0.86,0.61,0.038,4.18,13.58,4.42,0.027,606.42,0.08571,0.12023,8/28/2008 7:25,8/28/2008 12:55,7.112,5.5,326.58
Urban Control,8/29/2008 5:05,8/30/2008 9:45,8/29/2008 7:15,3.91,2.64,0.151,16.5,28.67,2.17,0.215,6.33,0.1284,0.19014,8/29/2008 3:15,8/29/2008 17:50,20.574,14.58,14.33
Urban Control,9/6/2008 0:20,9/6/2008 23:45,9/6/2008 13:30,30.3,26.57,1.178,129,23.42,13.17,0.277,158.5,0.28584,0.32599,9/5/2008 22:45,9/6/2008 16:30,92.964,17.75,172.92
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/9/2008 12:35,9/9/2008 13:55,0.762,1.33,68.08
Urban Control,9/9/2008 21:20,9/10/2008 23:45,9/9/2008 22:30,3.03,1.91,0.218,23.9,26.42,1.17,0.578,19.25,0.1876,0.29825,9/9/2008 21:55,9/9/2008 22:10,10.16,0.25,8
Urban Control,9/12/2008 15:05,9/12/2008 23:40,9/12/2008 17:15,0.42,0.21,0.022,2.37,8.58,2.17,0.031,39.25,0.04937,0.09736,9/12/2008 13:45,9/12/2008 21:35,4.318,7.83,63.58
Urban Control,9/25/2008 21:10,9/29/2008 5:30,9/27/2008 5:00,15.72,9.21,0.344,37.7,80.33,31.83,0.034,309.42,0.18603,0.31747,9/25/2008 17:45,9/28/2008 9:00,49.53,37.42,299.08
Urban Control,9/30/2008 20:35,10/1/2008 1:10,9/30/2008 21:00,0.2,0.05,0.013,1.47,4.58,0.42,0.099,39,0.01281,0.0489,9/30/2008 19:15,9/30/2008 20:15,4.064,1,58.25
Urban Control,10/25/2008 11:55,10/26/2008 18:45,10/25/2008 15:00,5.85,4.2,0.286,31.3,30.83,3.08,0.288,586.67,0.13433,0.1873,10/24/2008 22:45,10/25/2008 17:00,31.242,18.25,385.17
Urban Control,10/28/2008 4:05,10/28/2008 11:30,10/28/2008 7:00,0.39,0.19,0.022,2.37,7.42,2.92,0.023,33.25,0.04981,0.10187,10/27/2008 19:45,10/28/2008 4:05,3.81,8.33,42.58
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/4/2008 16:45,11/5/2008 1:55,2.032,9.17,180.67
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/8/2008 4:30,11/8/2008 5:45,0.508,1.25,58.83
Urban Control,11/13/2008 10:05,11/14/2008 6:15,11/13/2008 12:30,3.3,2.3,0.13,14.2,20.17,2.42,0.166,382.5,0.13957,0.19958,11/13/2008 7:25,11/13/2008 13:05,16.51,5.67,121.67
Urban Control,11/15/2008 3:20,11/16/2008 20:45,11/15/2008 5:15,5.24,2.8,0.096,10.5,41.42,1.92,0.155,21,0.1597,0.299,11/14/2008 21:30,11/15/2008 18:15,17.526,12.25,9.83
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/17/2008 17:00,11/17/2008 17:30,0.762,0.5,46.75
Urban Control,11/24/2008 21:35,11/25/2008 14:55,11/24/2008 23:15,1.34,0.71,0.046,5,17.33,1.67,0.085,192.75,0.08769,0.16478,11/24/2008 17:45,11/24/2008 22:35,8.128,4.83,151.58
Urban Control,11/30/2008 8:20,12/2/2008 4:55,11/30/2008 23:45,5.67,2.85,0.134,14.7,44.58,15.42,0.027,113.33,0.12762,0.25387,11/30/2008 2:25,12/1/2008 17:10,22.352,23.08,123.83
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/4/2008 17:35,12/4/2008 21:00,1.016,3.42,72.42
Urban Control,12/19/2008 7:35,12/21/2008 2:00,12/19/2008 14:30,4.81,2.2,0.098,10.7,42.42,6.92,0.044,13.17,0.20101,0.44078,12/19/2008 4:50,12/19/2008 14:40,10.922,9.83,45.33
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/21/2008 9:25,12/21/2008 9:35,0.508,0.17,35.33
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/24/2008 23:40,12/24/2008 23:55,1.016,0.25,11.75
Urban Control,12/26/2008 23:05,12/27/2008 14:45,12/26/2008 23:45,0.78,0.27,0.023,2.48,15.67,0.67,0.105,39.17,0.07679,0.21925,12/26/2008 20:25,12/26/2008 22:30,3.556,2.08,44.5
Urban Control,1/6/2009 12:50,1/9/2009 20:20,1/7/2009 9:15,16.95,9.11,0.344,37.7,79.5,20.42,0.052,238,0.22286,0.41442,1/6/2009 5:55,1/7/2009 19:00,40.894,37.08,247.42
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/10/2009 14:55,1/11/2009 1:45,2.794,10.83,67.92
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/27/2009 12:35,1/27/2009 13:35,0.508,1,191.42
Urban Control,1/29/2009 13:45,1/29/2009 23:00,1/29/2009 16:00,0.38,0.11,0.013,1.47,9.25,2.25,0.019,10.25,0.0171,0.05923,1/29/2009 10:55,1/29/2009 14:15,6.35,3.33,45.33
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/30/2009 10:20,1/30/2009 14:55,5.334,4.58,20.08
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/1/2009 9:45,2/1/2009 10:25,1.016,0.67,42.83
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/2/2009 14:45,2/2/2009 21:00,1.524,6.25,28.33
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/3/2009 10:00,2/3/2009 10:40,0.762,0.67,13
Urban Control,2/11/2009 22:30,2/12/2009 7:50,2/11/2009 23:30,0.44,0.21,0.022,2.37,9.33,1,0.067,311.42,0.09264,0.19259,2/11/2009 21:55,2/11/2009 22:15,2.286,0.33,24.67
Urban Control,2/18/2009 14:05,2/19/2009 0:55,2/18/2009 14:45,0.4,0.14,0.011,1.23,10.83,0.67,0.052,150.17,0.02907,0.08254,2/18/2009 11:35,2/18/2009 15:15,4.826,3.67,157.33
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/27/2009 12:25,2/27/2009 13:30,0.508,1.08,122.17
Urban Control,2/27/2009 22:50,2/28/2009 8:00,2/27/2009 23:15,0.31,0.11,0.011,1.15,9.17,0.42,0.078,213.83,0.02914,0.08152,2/27/2009 20:55,2/27/2009 22:35,3.81,1.67,7.42
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/1/2009 10:35,3/1/2009 12:20,3.048,1.75,36
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/4/2009 10:10,3/4/2009 10:45,0.508,0.58,69.83
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/14/2009 17:20,3/14/2009 20:10,1.27,2.83,246.58
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/15/2009 13:35,3/15/2009 15:10,0.508,1.58,6.92
Urban Control,3/16/2009 22:25,3/17/2009 18:15,3/17/2009 1:15,1.16,0.57,0.035,3.88,19.83,2.83,0.039,398.33,0.06228,0.12688,3/16/2009 16:50,3/17/2009 2:45,9.144,9.92,25.67
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/19/2009 10:00,3/19/2009 12:25,2.54,2.42,55.25
Urban Control,3/26/2009 14:10,3/27/2009 12:15,3/26/2009 17:15,1.39,0.69,0.038,4.18,22.08,3.08,0.038,211.83,0.06455,0.13033,3/26/2009 0:20,3/26/2009 18:20,10.668,18,155.92
Urban Control,3/27/2009 22:00,3/30/2009 15:30,3/28/2009 5:15,10.66,5.16,0.218,23.9,65.5,7.25,0.093,9.67,0.13639,0.28168,3/27/2009 20:50,3/29/2009 18:35,37.846,37.92,26.5
Urban Control,4/3/2009 1:45,4/4/2009 14:45,4/3/2009 9:30,5.84,3.32,0.192,21,37,7.75,0.077,82.17,0.14842,0.26149,4/3/2009 0:20,4/3/2009 14:10,22.352,13.83,32.25
Urban Control,4/11/2009 5:35,4/12/2009 16:35,4/11/2009 10:15,4.19,2.06,0.09,9.88,35,4.67,0.06,147,0.11742,0.23921,4/11/2009 3:25,4/11/2009 12:30,17.526,9.08,112.08
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/14/2009 5:35,4/14/2009 7:15,0.762,1.67,9.25
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/14/2009 14:40,4/14/2009 20:10,0.508,5.5,7.42
Urban Control,4/15/2009 13:45,4/16/2009 16:30,4/15/2009 15:30,2.28,0.89,0.041,4.5,26.75,1.75,0.073,62.67,0.08523,0.21938,4/15/2009 5:05,4/15/2009 21:05,10.414,16,8.92
Urban Control,4/20/2009 5:30,4/23/2009 7:20,4/20/2009 10:15,12.66,6.08,0.336,36.8,73.83,4.75,0.219,23.42,0.17597,0.36653,4/20/2009 0:35,4/21/2009 18:05,34.544,27,99.5
Urban Control,4/29/2009 0:20,4/30/2009 5:00,4/29/2009 17:15,1.19,0.41,0.022,2.37,28.67,16.92,0.004,11.5,0.05214,0.15163,4/29/2009 6:40,4/29/2009 19:25,7.874,5.92,162.33
Urban Control,5/1/2009 7:45,5/1/2009 19:05,5/1/2009 14:15,0.55,0.16,0.016,1.8,11.33,6.5,0.008,26.67,0.02157,0.0721,5/1/2009 0:15,5/1/2009 17:25,7.62,17.17,28.83
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/2/2009 6:55,5/2/2009 9:10,0.762,2.25,13.5
Urban Control,5/3/2009 7:45,5/6/2009 14:20,5/4/2009 14:30,17.94,8.77,0.309,33.8,78.58,30.75,0.031,36.58,0.12927,0.26449,5/3/2009 1:50,5/7/2009 1:45,67.818,61.42,16.67
Urban Control,5/6/2009 21:05,5/8/2009 14:20,5/7/2009 1:30,6.35,2.74,0.164,17.9,41.25,4.42,0.115,6.67,0.13849,0.32066,5/6/2009 17:15,5/7/2009 12:35,19.812,10.17,19.75
Urban Control,5/11/2009 18:05,5/12/2009 12:30,5/11/2009 19:00,1.37,0.46,0.048,5.28,18.42,0.92,0.163,28.75,0.06098,0.18036,5/11/2009 15:15,5/11/2009 20:15,7.62,5,98.67
Urban Control,5/14/2009 19:40,5/15/2009 15:55,5/14/2009 20:30,0.98,0.29,0.026,2.82,20.25,0.83,0.096,55.08,0.10464,0.34909,5/14/2009 19:05,5/14/2009 19:50,2.794,0.75,70.83
Urban Control,5/16/2009 20:05,5/18/2009 1:30,5/16/2009 20:45,2.72,1.17,0.083,9.09,29.42,0.67,0.384,28.08,0.09793,0.22813,5/16/2009 16:30,5/17/2009 4:40,11.938,12.17,44.67
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/25/2009 12:35,5/25/2009 15:55,3.81,3.33,199.92
Urban Control,5/26/2009 3:40,5/28/2009 4:15,5/26/2009 8:30,16.62,11.7,0.607,66.5,48.58,4.83,0.39,110.67,0.23029,0.32721,5/26/2009 1:00,5/27/2009 7:50,50.8,12.5,9.08
Urban Control,5/28/2009 16:15,6/2/2009 7:55,5/29/2009 13:45,19.04,10.51,0.86,94.2,111.67,21.5,0.124,11.92,0.28157,0.50988,5/28/2009 15:20,5/31/2009 6:00,37.338,14,31.5
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/3/2009 0:40,6/3/2009 3:25,3.302,2.75,66.67
Urban Control,6/3/2009 20:40,6/10/2009 5:55,6/5/2009 16:15,24.18,10.41,0.265,29,153.25,43.58,0.019,13.33,0.18208,0.42304,6/3/2009 19:55,6/9/2009 16:55,57.15,41.08,16.5
Urban Control,6/10/2009 20:10,6/13/2009 3:30,6/10/2009 21:45,3.39,0.93,0.058,6.31,55.33,1.58,0.113,14.17,0.1015,0.37078,6/10/2009 17:30,6/10/2009 21:25,9.144,3.92,24.58
Urban Control,6/17/2009 12:30,6/17/2009 18:40,6/17/2009 14:00,0.25,0.06,0.013,1.47,6.17,1.5,0.028,56.67,0.00154,0.0061,6/17/2009 7:40,6/18/2009 11:40,40.894,20.17,81.42
Urban Control,6/20/2009 10:05,6/22/2009 4:00,6/20/2009 11:15,3.77,1.34,0.177,19.4,41.92,1.17,0.47,11.42,0.17034,0.47938,6/20/2009 7:35,6/21/2009 7:15,7.874,3.92,43.92
Urban Control,6/26/2009 18:50,6/27/2009 3:15,6/26/2009 19:00,0.44,0.18,0.05,5.42,8.42,0.17,0.903,93,0.07012,0.17384,6/26/2009 17:30,6/26/2009 17:40,2.54,0.17,130.25
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/30/2009 19:30,6/30/2009 19:55,3.81,0.42,97.83
Urban Control,7/1/2009 17:50,7/2/2009 6:30,7/1/2009 21:00,0.65,0.27,0.041,4.5,12.67,3.17,0.04,37.5,0.02163,0.05114,7/1/2009 17:25,7/2/2009 1:15,12.7,7.83,21.5
Urban Control,7/17/2009 15:15,7/18/2009 5:30,7/17/2009 15:30,0.82,0.4,0.071,7.8,14.25,0.25,0.883,368.67,0.10603,0.2148,7/17/2009 12:20,7/18/2009 1:45,3.81,13.42,371.08
Urban Control,7/21/2009 20:25,7/22/2009 2:30,7/21/2009 20:30,0.16,0.04,0.008,0.87,6.08,0.08,0.308,86.83,0.00488,0.0212,7/21/2009 19:55,7/21/2009 20:30,7.366,0.58,90.17
Urban Control,7/23/2009 15:30,7/25/2009 6:55,7/23/2009 22:30,5.8,3.6,0.265,29,39.42,7,0.117,36.92,0.08748,0.14084,7/23/2009 13:35,7/23/2009 22:10,41.148,8.58,41.08
Urban Control,7/25/2009 19:20,7/26/2009 14:05,7/25/2009 19:30,0.72,0.14,0.016,1.71,18.75,0.17,0.285,12.33,0.04649,0.23499,7/25/2009 17:45,7/26/2009 7:30,3.048,2.83,43.58
Urban Control,7/29/2009 22:00,7/31/2009 1:30,7/29/2009 22:45,2.56,1.54,0.216,23.6,27.5,0.75,0.891,79.83,0.15546,0.25817,7/29/2009 21:25,7/30/2009 2:25,9.906,5,85.92
Urban Control,7/31/2009 13:50,8/1/2009 14:00,7/31/2009 15:15,2.99,1.77,0.222,24.3,24.17,1.42,0.485,12.25,0.09823,0.16562,7/31/2009 12:30,7/31/2009 14:40,18.034,2.17,34.08
Urban Control,8/1/2009 23:50,8/3/2009 2:15,8/2/2009 0:45,1.26,0.27,0.032,3.45,26.42,0.92,0.106,9.75,0.04381,0.20597,8/1/2009 23:15,8/2/2009 7:45,6.096,8.5,32.58
Urban Control,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/6/2009 2:45,8/6/2009 8:25,1.27,5.67,91
Urban Control,8/10/2009 19:50,8/11/2009 3:35,8/10/2009 20:45,0.55,0.36,0.104,11.4,7.75,0.92,0.351,185.5,0.0837,0.12633,8/10/2009 19:20,8/10/2009 19:40,4.318,0.33,106.92
Urban Control,8/18/2009 23:40,8/19/2009 9:20,8/19/2009 1:00,0.39,0.19,0.019,2.07,9.67,1.33,0.044,188,0.05314,0.10849,8/18/2009 21:35,8/18/2009 23:40,3.556,2.08,193.92
Urban Control,8/21/2009 18:15,8/24/2009 11:45,8/21/2009 20:30,18.45,11.7,0.585,64,65.5,2.25,0.805,56.83,0.1738,0.27404,8/21/2009 13:25,8/22/2009 19:20,67.31,21.25,49.67
