Site,Q_StartTime,Q_EndTime,Q_PeakTime,Q_Total_mm,Q_Runoff_mm,Q_Peak_cms.sqkm,Q_Peak_cfs,Q_Duration_hrs,Q_TimeToFlowPeak_hrs,Q_RiseRate_cms.hr,Q_PriorDry_hrs,Q_Runoff_PrecipRatio,Q_Total_PrecipRatio,Precip_StartTime,Precip_EndTime,Precip_Total_mm,Precip_Duration_hrs,Precip_PriorDry_hrs
Treatment 2,11/1/2009 4:25,11/1/2009 13:05,11/1/2009 6:10,0.84,0.53,0.038,1.07,8.67,1.75,0.017,86.25,0.04177,0.06626,11/1/2009 1:15,11/1/2009 10:25,12.7,9.17,7.75
Treatment 2,11/11/2009 6:50,11/12/2009 1:30,11/11/2009 20:00,1.42,0.58,0.031,0.88,18.67,13.17,0.002,233.67,0.0245,0.05991,11/11/2009 3:15,11/12/2009 10:35,23.622,31.33,232.83
Treatment 2,11/13/2009 13:40,11/13/2009 19:50,11/13/2009 14:35,0.66,0.38,0.041,1.17,6.17,0.92,0.036,36.08,0.05224,0.08906,11/13/2009 11:35,11/13/2009 15:40,7.366,4.08,25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/19/2009 4:45,11/19/2009 5:30,1.27,0.75,120.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/19/2009 15:20,11/19/2009 23:40,7.112,8.33,9.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/20/2009 13:10,11/20/2009 13:20,0.508,0.17,13.5
Treatment 2,11/23/2009 23:00,11/24/2009 11:45,11/24/2009 4:55,1.62,1,0.058,1.64,12.75,5.92,0.008,243.08,0.05404,0.08724,11/23/2009 13:00,11/24/2009 6:20,18.542,17.33,71.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/24/2009 17:35,11/24/2009 19:00,0.508,1.42,11.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/25/2009 2:35,11/25/2009 14:25,4.572,11.83,7.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/26/2009 20:40,11/27/2009 2:15,2.794,5.58,30.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/30/2009 9:40,11/30/2009 16:00,5.588,6.33,79.42
Treatment 2,12/2/2009 19:00,12/3/2009 9:30,12/2/2009 22:00,1.61,0.69,0.038,1.07,14.5,3,0.01,199.17,0.04587,0.10724,12/2/2009 12:50,12/3/2009 5:10,14.986,16.33,44.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/5/2009 7:45,12/5/2009 9:00,1.27,1.25,50.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/6/2009 13:20,12/6/2009 14:55,1.524,1.58,28.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/7/2009 10:00,12/7/2009 17:50,7.112,7.83,19.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/8/2009 9:00,12/8/2009 12:25,5.08,3.42,15.17
Treatment 2,12/8/2009 22:25,12/9/2009 21:40,12/9/2009 5:30,18.79,16.07,1.189,33.6,23.25,7.08,0.134,73.42,0.49041,0.57358,12/9/2009 0:10,12/9/2009 9:30,32.766,9.33,11.75
Treatment 2,12/13/2009 11:40,12/13/2009 22:40,12/13/2009 15:10,2.05,1.51,0.131,3.71,11,3.5,0.03,85.92,0.08849,0.12063,12/13/2009 5:45,12/13/2009 14:45,17.018,9,92.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/20/2009 9:10,12/20/2009 10:00,1.016,0.83,162.42
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/21/2009 13:25,12/21/2009 14:20,0.508,0.92,27.42
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/22/2009 8:55,12/22/2009 16:30,4.064,7.58,18.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/24/2009 10:55,12/24/2009 11:45,0.508,0.83,42.42
Treatment 2,12/25/2009 18:45,12/27/2009 4:30,12/26/2009 5:35,30.69,24.09,1.165,32.9,33.75,10.83,0.086,137.33,0.79024,1.00687,12/25/2009 15:35,12/26/2009 13:40,30.48,22.08,27.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/31/2009 16:40,1/1/2010 2:30,4.826,9.83,6.33
Treatment 2,1/17/2010 10:20,1/17/2010 21:35,1/17/2010 13:10,1.34,0.82,0.045,1.27,11.25,2.83,0.013,370.33,0.04295,0.0703,1/17/2010 7:00,1/17/2010 18:55,19.05,11.92,379.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/20/2010 3:20,1/20/2010 4:55,0.762,1.58,56.42
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/21/2010 20:45,1/22/2010 1:20,3.556,4.58,39.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/22/2010 8:55,1/22/2010 12:35,2.032,3.67,7.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/24/2010 9:40,1/24/2010 10:50,0.508,1.17,45.08
Treatment 2,1/24/2010 22:55,1/25/2010 16:00,1/25/2010 3:55,1.89,0.91,0.049,1.39,17.08,5,0.008,169.25,0.05607,0.11629,1/24/2010 18:40,1/25/2010 18:50,16.256,24.17,7.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/3/2010 11:20,2/3/2010 12:05,6.858,0.75,24.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/15/2010 3:55,3/15/2010 9:35,2.54,5.67,20.25
Treatment 2,3/22/2010 10:25,3/22/2010 18:40,3/22/2010 12:15,1.07,0.54,0.058,1.64,8.25,1.83,0.025,182.5,0.0469,0.09348,3/22/2010 5:20,3/22/2010 16:45,11.43,11.42,149.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/23/2010 16:25,3/23/2010 18:10,1.27,1.75,23.67
Treatment 2,3/25/2010 23:45,3/26/2010 12:15,3/26/2010 4:15,1.28,0.55,0.034,0.97,12.5,4.5,0.006,77,0.04705,0.1094,3/25/2010 21:05,3/26/2010 8:45,11.684,11.67,50.92
Treatment 2,3/28/2010 19:20,3/29/2010 8:10,3/28/2010 23:55,2.61,1.42,0.099,2.81,12.83,4.58,0.017,55,0.0862,0.15822,3/28/2010 17:20,3/29/2010 2:15,16.51,8.92,56.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/29/2010 15:45,3/29/2010 23:10,3.048,7.42,13.5
Treatment 2,4/8/2010 19:35,4/9/2010 2:15,4/8/2010 20:10,0.72,0.29,0.031,0.88,6.67,0.58,0.043,251.33,0.02914,0.07276,4/8/2010 19:05,4/9/2010 1:20,9.906,6.25,235.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/13/2010 10:35,4/13/2010 16:40,2.286,6.08,105.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/21/2010 6:20,4/21/2010 15:25,5.842,9.08,108.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/24/2010 22:35,4/25/2010 3:10,4.064,4.58,79.17
Treatment 2,4/25/2010 19:30,4/26/2010 22:45,4/25/2010 21:35,3.83,1.58,0.099,2.81,27.25,2.08,0.038,99.67,0.04722,0.11427,4/25/2010 19:05,4/26/2010 19:25,33.528,17.42,15.92
Treatment 2,5/3/2010 5:05,5/3/2010 8:30,5/3/2010 6:00,0.37,0.21,0.041,1.17,3.42,0.92,0.036,150.25,0.02077,0.03753,5/3/2010 3:00,5/3/2010 7:15,9.906,4.25,143.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/11/2010 11:05,5/11/2010 19:10,5.08,8.08,195.83
Treatment 2,5/12/2010 16:30,5/13/2010 0:50,5/12/2010 17:50,4.87,4.34,0.736,20.8,8.33,1.33,0.443,223.92,0.18161,0.20404,5/12/2010 16:10,5/13/2010 4:35,23.876,12.42,21
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/17/2010 5:35,5/18/2010 8:45,7.366,27.17,97
Treatment 2,5/22/2010 17:45,5/23/2010 16:35,5/23/2010 3:45,6.37,5.2,0.549,15.5,22.83,10,0.044,232.83,0.0962,0.11775,5/22/2010 16:15,5/23/2010 9:45,54.102,17.5,103.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/27/2010 22:15,5/28/2010 0:25,6.604,2.17,108.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/3/2010 15:50,6/3/2010 16:25,1.778,0.58,54.42
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/6/2010 12:50,6/6/2010 14:20,8.89,1.5,68.42
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/9/2010 6:30,6/9/2010 19:30,5.334,13,64.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/12/2010 16:40,6/12/2010 17:05,1.778,0.42,69.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/14/2010 18:15,6/14/2010 18:30,4.318,0.25,31.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/16/2010 4:25,6/16/2010 8:25,0.508,4,6.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/28/2010 12:25,6/28/2010 12:45,2.032,0.33,292
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/10/2010 4:10,7/10/2010 7:50,16.002,3.67,279.42
Treatment 2,7/12/2010 15:55,7/12/2010 23:35,7/12/2010 22:45,0.17,0.11,0.013,0.36,7.67,6.83,0.001,54.33,0.00588,0.00933,7/12/2010 14:15,7/12/2010 23:25,18.288,2.83,54.42
Treatment 2,7/13/2010 23:20,7/14/2010 1:45,7/14/2010 0:15,0.13,0.11,0.022,0.62,2.42,0.92,0.019,23.67,0.0081,0.00942,7/13/2010 18:15,7/14/2010 1:10,13.97,6.92,18.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/14/2010 7:30,7/14/2010 8:30,6.096,1,6.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/18/2010 20:40,7/18/2010 21:15,8.128,0.58,108.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/25/2010 14:10,7/25/2010 14:35,17.526,0.42,160.92
Treatment 2,7/29/2010 12:05,7/29/2010 14:25,7/29/2010 13:15,0.1,0.09,0.017,0.47,2.33,1.17,0.011,91.33,0.00668,0.00751,7/29/2010 11:45,7/29/2010 12:00,13.97,0.25,93.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/4/2010 1:50,8/4/2010 3:25,18.796,1.58,133.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/5/2010 14:20,8/5/2010 17:40,19.812,3.33,34.92
Treatment 2,8/12/2010 5:50,8/12/2010 21:45,8/12/2010 6:05,11.11,10.7,2.775,78.4,15.92,0.25,8.88,327.33,0.26327,0.2733,8/12/2010 4:15,8/12/2010 17:10,40.64,2.67,154.58
Treatment 2,8/13/2010 5:05,8/13/2010 9:30,8/13/2010 5:55,0.6,0.49,0.093,2.62,4.42,0.83,0.089,7.25,0.31848,0.39535,8/13/2010 3:15,8/13/2010 7:50,1.524,4.58,10.08
Treatment 2,8/15/2010 11:50,8/15/2010 16:35,8/15/2010 13:10,0.45,0.35,0.053,1.51,4.75,1.33,0.032,50.25,0.03037,0.03874,8/15/2010 7:20,8/15/2010 11:20,11.684,4,47.5
Treatment 2,8/18/2010 6:15,8/18/2010 13:40,8/18/2010 9:55,1.09,0.95,0.149,4.22,7.42,3.67,0.033,61.58,0.03278,0.03775,8/18/2010 3:55,8/18/2010 17:55,28.956,14,64.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/22/2010 4:05,8/22/2010 4:25,0.508,0.33,82.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/23/2010 23:30,8/24/2010 2:10,6.096,2.67,43.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/12/2010 1:50,9/12/2010 10:30,15.748,8.67,455.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/16/2010 14:15,9/17/2010 3:20,5.334,13.08,99.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/26/2010 6:30,9/26/2010 8:20,3.302,1.83,219.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/27/2010 0:15,9/27/2010 11:15,18.288,11,15.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/28/2010 4:30,9/28/2010 6:20,10.414,1.83,17.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,9/29/2010 14:10,9/29/2010 14:20,0.508,0.17,31.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,10/19/2010 0:35,10/19/2010 6:15,10.922,5.67,10.75
Treatment 2,10/27/2010 3:00,10/27/2010 8:10,10/27/2010 5:25,0.62,0.5,0.068,1.93,5.17,2.42,0.023,189,0.01881,0.02314,10/27/2010 0:05,10/27/2010 12:20,26.67,12.25,185.83
Treatment 2,11/4/2010 0:00,11/5/2010 2:35,11/4/2010 11:20,4.6,2.72,0.115,3.24,26.58,11.33,0.008,183.75,0.09563,0.16161,11/3/2010 21:30,11/4/2010 20:25,28.448,22.92,177.17
Treatment 2,11/16/2010 12:00,11/17/2010 2:25,11/16/2010 14:50,1.44,0.86,0.086,2.43,14.42,2.83,0.024,18.08,0.03803,0.0639,11/15/2010 22:35,11/17/2010 0:15,22.606,17.92,266.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/25/2010 3:35,11/25/2010 6:05,2.032,2.5,37.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/26/2010 5:30,11/26/2010 7:40,0.762,2.17,23.42
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,11/30/2010 5:35,11/30/2010 9:50,2.794,4.25,93.92
Treatment 2,12/1/2010 5:50,12/1/2010 15:20,12/1/2010 10:10,2.02,1.64,0.149,4.22,9.5,4.33,0.028,42.67,0.06285,0.07705,11/30/2010 21:30,12/1/2010 9:55,26.162,12.42,11.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,12/11/2010 19:50,12/12/2010 19:40,15.494,23.83,53.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/2/2011 7:40,1/2/2011 9:10,0.508,1.5,492
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/19/2011 8:00,1/19/2011 14:00,6.858,6,16.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/26/2011 11:15,1/26/2011 14:30,6.35,3.25,165.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/28/2011 8:35,1/28/2011 16:20,3.302,7.75,22.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1/30/2011 9:40,1/30/2011 15:40,9.398,6,41.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/1/2011 10:40,2/1/2011 12:20,1.016,1.67,25.92
Treatment 2,2/2/2011 4:05,2/2/2011 20:25,2/2/2011 17:20,1.14,0.75,0.025,0.71,16.33,13.25,0.002,151.33,0.03635,0.05557,2/1/2011 20:55,2/2/2011 6:35,20.574,9.67,8.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/5/2011 1:55,2/5/2011 18:00,5.588,16.08,67.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/22/2011 9:35,2/22/2011 15:35,6.096,6,23.92
Treatment 2,2/24/2011 18:25,2/25/2011 17:50,2/25/2011 7:45,3.08,1.43,0.074,2.09,23.42,13.33,0.004,238.42,0.1176,0.25227,2/24/2011 15:35,2/25/2011 6:50,12.192,15.25,48
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,2/27/2011 23:30,2/28/2011 1:25,6.096,1.92,64.67
Treatment 2,2/28/2011 15:10,2/28/2011 19:50,2/28/2011 16:05,0.44,0.15,0.028,0.8,4.67,0.92,0.025,10.58,0.02919,0.08648,2/28/2011 9:45,2/28/2011 19:15,5.08,9.5,8.33
Treatment 2,3/6/2011 8:30,3/7/2011 11:10,3/6/2011 17:30,15.82,12.7,0.779,22,26.67,9,0.069,132.58,0.24033,0.29935,3/6/2011 5:10,3/6/2011 22:50,52.832,17.67,129.92
Treatment 2,3/10/2011 6:30,3/11/2011 11:10,3/10/2011 20:35,15.33,11.69,0.796,22.5,28.67,14.08,0.045,67.25,0.28583,0.37491,3/9/2011 21:15,3/10/2011 23:50,40.894,26.58,60.75
Treatment 2,3/16/2011 0:30,3/16/2011 8:55,3/16/2011 8:50,0.75,0.33,0.068,1.93,8.42,8.33,0.007,109.25,0.02863,0.06446,3/15/2011 19:40,3/16/2011 0:15,11.684,4.58,115.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/21/2011 4:20,3/21/2011 6:00,5.842,1.67,124.08
Treatment 2,3/23/2011 20:30,3/23/2011 22:30,3/23/2011 20:55,0.14,0.08,0.022,0.62,2,0.42,0.042,60.17,0.01053,0.0181,3/23/2011 18:00,3/23/2011 19:40,7.874,1.67,12.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/24/2011 6:00,3/24/2011 6:55,1.016,0.92,10.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,3/30/2011 14:40,4/1/2011 3:45,10.922,37.08,151.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/2/2011 9:55,4/2/2011 12:15,0.762,2.33,30.17
Treatment 2,4/5/2011 3:10,4/5/2011 11:50,4/5/2011 4:05,1.1,0.79,0.093,2.62,8.67,0.92,0.081,292.58,0.04325,0.05989,4/5/2011 1:45,4/5/2011 9:50,18.288,8.08,30.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/8/2011 2:35,4/8/2011 3:30,1.27,0.92,64.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/8/2011 10:30,4/8/2011 18:45,10.414,8.25,7
Treatment 2,4/12/2011 8:00,4/12/2011 14:20,4/12/2011 9:05,1.08,0.85,0.115,3.24,6.33,1.08,0.085,164.08,0.0531,0.06776,4/12/2011 5:55,4/12/2011 17:05,16.002,2.92,83.17
Treatment 2,4/13/2011 4:00,4/13/2011 14:25,4/13/2011 6:15,3,2.28,0.286,8.09,10.42,2.25,0.102,13.58,0.16962,0.22286,4/13/2011 1:30,4/13/2011 6:05,13.462,4.58,8.42
Treatment 2,4/16/2011 10:10,4/17/2011 7:50,4/16/2011 20:05,9.41,7.37,0.757,21.4,21.67,9.92,0.061,38.83,0.24169,0.30859,4/16/2011 6:55,4/16/2011 20:00,30.48,13.08,72.83
Treatment 2,4/19/2011 13:55,4/19/2011 17:45,4/19/2011 15:30,0.45,0.17,0.038,1.07,3.83,1.58,0.019,54,0.01942,0.05041,4/19/2011 8:45,4/19/2011 13:35,8.89,4.83,60.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/22/2011 10:20,4/23/2011 10:45,10.16,24.42,68.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,4/23/2011 20:15,4/23/2011 20:40,2.032,0.42,9.5
Treatment 2,4/24/2011 15:25,4/25/2011 2:05,4/24/2011 19:20,2.36,1.52,0.131,3.71,10.67,3.92,0.027,117.58,0.15002,0.23208,4/24/2011 14:05,4/25/2011 0:40,10.16,3.83,17.42
Treatment 2,4/27/2011 18:00,4/28/2011 22:25,4/28/2011 10:00,6.35,4.12,0.549,15.5,28.42,16,0.027,63.83,0.16221,0.24986,4/27/2011 16:20,4/28/2011 12:30,25.4,13.75,63.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/1/2011 13:55,5/1/2011 16:45,1.524,2.83,73.42
Treatment 2,5/4/2011 5:35,5/4/2011 11:45,5/4/2011 9:35,0.56,0.23,0.031,0.88,6.17,4,0.006,127.08,0.01314,0.03164,5/3/2011 18:50,5/4/2011 8:10,17.78,13.33,50.08
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/6/2011 16:50,5/6/2011 18:25,2.794,1.58,56.67
Treatment 2,5/14/2011 21:10,5/15/2011 3:40,5/14/2011 22:15,0.89,0.59,0.068,1.93,6.5,1.08,0.051,249.33,0.0287,0.04331,5/14/2011 18:25,5/15/2011 4:50,20.574,10.42,192
Treatment 2,5/15/2011 16:30,5/16/2011 3:30,5/15/2011 17:30,2.27,1.57,0.131,3.71,11,1,0.105,12.75,0.09088,0.13125,5/15/2011 15:10,5/15/2011 17:25,17.272,2.25,10.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/17/2011 1:15,5/17/2011 5:15,1.778,4,31.83
Treatment 2,5/18/2011 4:35,5/18/2011 15:30,5/18/2011 6:05,1.62,0.92,0.093,2.62,10.92,1.5,0.049,10.75,0.10086,0.17665,5/18/2011 0:05,5/18/2011 20:35,9.144,11.92,9.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/19/2011 8:55,5/19/2011 9:35,0.762,0.67,12.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/22/2011 23:45,5/23/2011 1:35,3.556,1.83,76.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/23/2011 15:20,5/23/2011 16:00,0.762,0.67,13.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/24/2011 6:20,5/24/2011 6:40,0.508,0.33,14.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/24/2011 14:05,5/24/2011 14:30,4.826,0.42,7.42
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5/27/2011 18:00,5/27/2011 19:10,5.334,1.17,75.5
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/9/2011 17:25,6/9/2011 17:35,0.762,0.17,310.25
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/12/2011 14:10,6/12/2011 14:30,0.762,0.33,68.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/14/2011 15:40,6/14/2011 16:00,0.508,0.33,49.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/16/2011 15:40,6/16/2011 16:15,3.556,0.58,47.67
Treatment 2,6/17/2011 0:05,6/17/2011 2:00,6/17/2011 1:10,0.09,0.07,0.017,0.47,1.92,1.08,0.012,558.75,0.00565,0.00761,6/16/2011 22:25,6/16/2011 23:40,11.938,1.25,6.17
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/17/2011 18:00,6/17/2011 18:30,2.032,0.5,18.33
Treatment 2,6/18/2011 4:25,6/18/2011 5:20,6/18/2011 4:25,0.07,0.05,0.034,0.97,0.92,0,0,7.67,0.00405,0.00511,6/18/2011 2:05,6/18/2011 2:55,13.208,0.83,7.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/20/2011 0:35,6/20/2011 3:50,4.826,3.25,45.67
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/21/2011 0:50,6/21/2011 6:30,0.762,5.67,21
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,6/27/2011 0:20,6/27/2011 1:05,0.508,0.75,137.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/3/2011 0:55,7/3/2011 3:45,14.986,2.83,143.83
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/3/2011 15:30,7/3/2011 16:05,8.636,0.58,11.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/4/2011 17:50,7/4/2011 21:10,1.016,3.33,25.75
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/7/2011 20:00,7/7/2011 23:40,18.796,3.67,70.83
Treatment 2,7/8/2011 15:25,7/8/2011 17:30,7/8/2011 16:20,0.09,0.08,0.015,0.41,2.08,0.92,0.013,129.25,0.00478,0.00566,7/8/2011 12:50,7/8/2011 14:40,16.256,1.83,13.17
Treatment 2,7/11/2011 19:15,7/11/2011 22:00,7/11/2011 20:20,0.19,0.18,0.031,0.88,2.75,1.08,0.023,73.67,0.00934,0.01025,7/11/2011 17:35,7/11/2011 18:25,18.796,0.83,74.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,7/13/2011 12:20,7/13/2011 13:05,31.75,0.75,41.92
Treatment 2,7/25/2011 13:55,7/25/2011 17:40,7/25/2011 14:50,0.4,0.37,0.086,2.43,3.75,0.92,0.075,285.67,0.01671,0.01794,7/25/2011 12:00,7/25/2011 13:25,22.098,1.42,286.92
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/3/2011 12:45,8/3/2011 18:05,1.778,5.33,215.33
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/4/2011 0:20,8/4/2011 1:35,0.762,1.25,6.25
Treatment 2,8/6/2011 21:45,8/7/2011 1:05,8/6/2011 23:15,0.16,0.14,0.017,0.47,3.33,1.5,0.009,292,0.00679,0.00782,8/6/2011 17:20,8/6/2011 20:50,20.32,3.5,63.75
Treatment 2,8/7/2011 15:40,8/7/2011 18:55,8/7/2011 16:20,0.36,0.32,0.074,2.09,3.25,0.67,0.088,14.5,0.05805,0.06453,8/7/2011 14:00,8/7/2011 14:15,5.588,0.25,17.17
Treatment 2,8/9/2011 15:45,8/9/2011 17:40,8/9/2011 15:45,0.15,0.13,0.049,1.39,1.92,0,0,44.75,0.08436,0.09915,8/9/2011 13:50,8/9/2011 14:00,1.524,0.17,47.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/13/2011 8:35,8/13/2011 16:05,12.446,7.5,90.58
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/14/2011 6:05,8/14/2011 7:00,1.778,0.92,14
Treatment 2,8/14/2011 20:55,8/15/2011 13:00,8/14/2011 21:20,22.93,21.89,7.008,198,16.08,0.42,13.349,28.58,0.38482,0.40309,8/14/2011 19:30,8/14/2011 23:00,56.896,3.5,12.5
Treatment 2,8/18/2011 22:50,8/19/2011 1:15,8/19/2011 0:20,0.17,0.1,0.025,0.71,2.42,1.5,0.013,81.75,0.01307,0.02125,8/18/2011 15:00,8/18/2011 22:05,7.874,7.08,88
Treatment 2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,8/21/2011 12:35,8/21/2011 13:15,0.508,0.67,62.5
Treatment 2,8/27/2011 19:25,8/28/2011 15:55,8/28/2011 4:25,6.41,5.24,0.435,12.3,20.5,9,0.039,210.08,0.09372,0.11465,8/27/2011 12:15,8/28/2011 8:40,55.88,20.42,46.08
Treatment 2,9/3/2011 10:00,9/3/2011 14:55,9/3/2011 11:15,0.48,0.39,0.049,1.39,4.92,1.25,0.031,138,0.04459,0.05544,9/3/2011 7:50,9/3/2011 9:50,8.636,2,32.08
